1.527571,0.173905,0.873550,0.609278,1.000000,1.116742
1.498818,0.531567,1.075003,0.488187,1.000000,1.287517
1.717855,0.549737,0.886708,0.178335,1.000000,1.387507
1.370811,0.513670,0.815625,0.302958,1.000000,1.122977
1.728200,0.240973,0.948925,0.084393,1.000000,1.356327
1.914522,0.008827,0.972803,0.317997,1.000000,1.386380
2.383424,-0.039140,0.651016,-0.204418,1.000000,1.575971
1.560098,0.397974,0.899075,0.433789,1.000000,1.225620
1.585394,0.297562,0.999392,0.650510,1.000000,1.221187
1.755908,0.397544,0.752866,0.043578,1.000000,1.360266
1.532493,0.244165,0.978642,0.688073,1.000000,1.157732
1.586174,0.244843,0.884546,0.322684,1.000000,1.202719
2.050012,-0.080491,0.957401,-0.157835,1.000000,1.480115
1.722428,0.119406,0.964290,0.702602,1.000000,1.229764
1.453069,0.573392,1.215682,1.019789,1.159209,1.248257
1.679918,0.477820,1.073660,-0.149781,1.009744,1.533444
1.434302,0.213750,0.769733,0.064926,1.000000,1.147501
1.633795,0.268952,0.887125,0.358831,1.000000,1.245488
1.662795,0.434333,0.648259,-0.462935,1.000000,1.364996
1.760886,0.322450,1.009278,0.169819,1.000000,1.389998
1.682624,0.131785,0.550651,-0.342867,1.000000,1.220200
1.340252,0.648553,1.031070,0.658587,1.000000,1.182396
1.551336,0.556036,0.935679,0.307751,1.000000,1.305967
1.743985,0.100081,0.622820,-0.199437,1.000000,1.282614
1.197620,0.482814,0.687640,0.531432,1.000000,0.922047
1.683897,0.144291,0.989899,0.692030,1.000000,1.240693
1.490347,0.561501,0.888807,0.338717,1.000000,1.236832
1.703722,0.274533,0.920260,0.125532,1.000000,1.350489
1.536945,0.075763,0.648785,0.286392,1.000000,1.111015
1.756549,0.219895,0.803230,-0.020088,1.000000,1.341274
1.511250,0.195490,0.861823,0.563431,1.000000,1.117703
1.563873,0.305941,0.690022,0.155548,1.000000,1.182693
1.561831,0.035450,0.515946,0.230470,1.000000,1.067560
1.703262,0.259256,0.956737,0.125578,1.000000,1.349696
1.500372,0.338298,0.954251,0.669056,1.000000,1.163787
1.799046,-0.259508,0.650240,-0.115939,1.000000,1.171185
1.656181,0.358974,0.952125,0.458005,1.000000,1.280279
1.495908,0.512341,1.012946,0.394015,1.000000,1.271823
1.682803,0.306315,0.556086,-0.264578,1.000000,1.294961
1.360714,0.393425,0.556911,0.073770,1.000000,1.047789
2.115503,0.065167,0.619122,-0.543924,1.000000,1.603921
1.532459,0.359158,0.943035,0.403176,1.000000,1.225725
1.601498,0.191894,0.857809,0.377032,1.000000,1.179444
1.479965,0.543881,0.340200,-0.286693,1.000000,1.185858
1.675117,0.287087,1.058095,0.598983,1.000000,1.317428
1.449498,0.479423,1.159583,0.960683,1.012559,1.171310
1.478184,0.547061,0.803602,0.265669,1.000000,1.223927
1.706707,0.330493,0.538030,-0.445017,1.000000,1.304624
1.712596,0.289662,0.943010,0.296704,1.000000,1.325724
1.625276,0.410695,0.522127,0.034823,1.000000,1.305400
